BGT_CODRD,BGT_SECTION,BGT_NATURE_LABEL,BGT_CONTNAT,BGT_FONCTION,BGT_SIRET,BGT_COUT,BGT_OP_INVEST,BGT_OP_CPT_TIERS,BGT_OP_PLURI,BGT_NOM,BGT_MTREAL,last_modified,datagouv_resource_id,BGT_NATDEC,BGT_ANNEE,BGT_CONTNAT_LABEL,BGT_NATURE,BGT_FONCTION_LABEL,BGT_OPERATION,BGT_OPBUDG,BGT_MTBUDGPREC,BGT_MTRARPREC,BGT_MTPROPNOUV,BGT_MTPREV,BGT_CREDOUV,BGT_MTRAR3112,BGT_ARTSPE
dépense,investissement,001 - Solde exécution invest. reporté,001,01000,20005270200012,01,null,null,null,FINANCES,3134877.91,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2316,02040,20005270200012,02040,4-2-78,null,4-2,PATRIMOINE,80000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,32200,20005270200012,3221,301,null,null,FINANCES,2196.02,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,02000,20005270200012,0200,301,null,null,FINANCES,10554.26,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,01000,20005270200012,01,301,null,null,FINANCES,763.84,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2802,81000,20005270200012,810,301,null,null,FINANCES,31795.98,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2802,01000,20005270200012,01,301,null,null,FINANCES,204.02,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,024 - Produits des cessions d'immobilisations,024,81000,20005270200012,810,null,null,null,FINANCES,144200,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,021 - Virement de la sect° de fonctionnement,021,01000,20005270200012,01,null,null,null,FINANCES,1883432.33,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,4581 - Opérations sous mandat,458101,81000,20005270200012,824,null,01,null,ENVIRONNEM,30000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,7-2-656,null,7-2,ECONOMIE,48000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2184,32100,20005270200012,3211,5-9-668,null,5-9,CULTURE,2000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-634,null,3-1,VOIRIEEV,25000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-633,null,3-1,VOIRIEEV,35000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-209,null,3-1,VOIRIEEV,60000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-207,null,3-1,VOIRIEEV,244000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-206,null,3-1,VOIRIEEV,301000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-197,null,3-1,VOIRIEEV,887300,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-19,null,3-1,VOIRIEEV,8000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,8220,3-1-153,null,3-1,VOIRIEEV,489500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,33100,20005270200012,331,301,null,null,FINANCES,3396.67,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,81000,20005270200012,824,301,null,null,FINANCES,36934.88,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28031,83000,20005270200012,8330,301,null,null,FINANCES,15154.33,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804133,01000,20005270200012,01,301,null,null,FINANCES,44.99,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804183,02040,20005270200012,02040,301,null,null,FINANCES,166.67,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804172,81400,20005270200012,814,301,null,null,FINANCES,4617.1,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804172,01000,20005270200012,01,301,null,null,FINANCES,82.9,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041622,52400,20005270200012,5201,301,null,null,FINANCES,666.67,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041622,01000,20005270200012,01,301,null,null,FINANCES,33.33,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,82300,20005270200012,8230,301,null,null,FINANCES,61.38,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,82200,20005270200012,8220,301,null,null,FINANCES,5986.1,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,81400,20005270200012,814,301,null,null,FINANCES,53436.1,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,81100,20005270200012,8111,301,null,null,FINANCES,33213.11,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,81000,20005270200012,824,301,null,null,FINANCES,35.33,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,12000,20005270200012,120,301,null,null,FINANCES,820.71,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041582,01000,20005270200012,01,301,null,null,FINANCES,47.27,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041412,81100,20005270200012,8111,301,null,null,FINANCES,104.8,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041412,81000,20005270200012,824,301,null,null,FINANCES,670.62,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,28041412,01000,20005270200012,01,301,null,null,FINANCES,24.58,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804133,90000,20005270200012,900,301,null,null,FINANCES,388.48,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
recette,investissement,040 - Opérat° ordre transfert entre sections,2804133,82200,20005270200012,8220,301,null,null,FINANCES,5066.53,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,82200,20005270200012,821,3-1-198,null,3-1,VOIRIEEV,30000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,81700,20005270200012,817,3-5-171,null,3-5,VOIRIEEV,28400,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,23 - Immobilisations en cours,2315,81400,20005270200012,814,3-4-222,null,3-4,VOIRIEEV,35000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,51100,20005270200012,5110,4-6-687,null,4-6,PATRIMOINE,2600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,33100,20005270200012,330,5-3-190,null,5-3,TOURISME,0,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,30000,20005270200012,3307,9-2-621,null,9-2,SPORTIVE,8000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,30000,20005270200012,3300,5-3-662,null,5-3,TOURISME,10000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,25100,20005270200012,2510,2-4-632,null,2-4,ENFANCE,11500,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02400,20005270200012,0240,3-7-648,null,3-7,VOIRIEEV,6000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02300,20005270200012,0232,3-3-185,null,3-3,VOIRIEEV,15000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02300,20005270200012,0232,10-1-190,null,10-1,COMMUNICAT,7000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02300,20005270200012,0231,10-1-184,null,10-1,COMMUNICAT,3200,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02096,20005270200012,020961,4-7-697,null,4-7,PATRIMOINE,1600,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02096,20005270200012,020961,4-7-697,null,4-7,PATRIMOINE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02091,20005270200012,020912,5-8-667,null,5-8,EQUIPEMENT,1900,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
dépense,investissement,21 - Immobilisations corporelles,2188,02011,20005270200012,02010,12-1-637,null,12-1,PROXIMITE,5000,2021-02-18T15:12:10.446000,64f9c99c-db8d-4157-993e-5e317f9bf37b,null,null,null,null,null,null,null,null,null,null,null,null,null,null
